A0471	艱難梭菌引起的小腸結腸炎，復發性
T85618	其他指定的內部假肢裝置、植入物和移植物的故障（機械）
T8562	其他指定的內部假肢裝置、植入物和移植物的位移
T85620	顱或脊髓輸液導管移位
T85621	腹膜透析導管移位
T85622	永久縫合線的移位
T85623	人工皮膚移植物和脫細胞異體皮的置換
T85624	胰島素泵的排量
T85625	置換其他神經系統裝置、植入物或移植物
T85628	其他指定的內部假肢裝置、植入物和移植物的位移
T8563	其他指定的內部假肢裝置、植入物和移植物的洩漏
T85630	顱或脊髓輸液導管洩漏
T85631	腹膜透析導管滲漏
T85633	胰島素泵漏氣
T85635	其他神經系統裝置、植入物或移植物的洩漏
T85638	其他指定的內部假肢裝置、植入物和移植物的洩漏
T8569	其他指定的內部假肢裝置、植入物和移植物的其他機械並發症
T85690	顱或脊髓輸液導管的其他機械並發症
T85691	腹膜透析導管的其他機械並發症
T85692	永久性縫合的其他機械並發症
T85693	人工皮膚移植和脫細胞異皮症的其他機械並發症
T85694	胰島素泵的其他機械並發症
T85695	其他神經系統裝置、植入物或移植物的其他機械並發症
T85698	其他指定的內部假肢裝置、植入物和移植物的其他機械並發症
T857	由於其他內部假肢裝置、植入物和移植物引起的感染和炎症反應
T8573	由於神經系統裝置、植入物和移植物引起的感染和炎症反應
T85730	腦室顱內（交通）分流引起的感染和炎症反應
T85731	植入大腦電子神經刺激器、電極（鉛）引起的感染和炎症反應
T85732	植入周圍神經電子神經刺激器、電極（引線）引起的感染和炎症反應
T85733	植入脊髓電子神經刺激器、電極（引線）引起的感染和炎症反應
T85734	植入電子神經刺激器、發生器引起的感染和炎症反應
T85735	頭顱或脊髓輸液導管引起的感染和炎症反應
T85738	由於其他神經系統裝置、植入物或移植物引起的感染和炎症反應
T858	內部修復裝置、植入物和移植物的其他特定並發症，未在別處分類
T85810	由神經系統假肢裝置、植入物和移植物引起的栓塞
T85818	其他內部假肢裝置、植入物和移植物引起的栓塞
T85820	由於神經系統假肢裝置、植入物和移植物引起的纖維化
T85828	由於其他內部假肢裝置、植入物和移植物引起的纖維化
T85830	由於神經系統假肢裝置、植入物和移植物引起的出血
T85838	由於其他內部假肢裝置、植入物和移植物引起的出血
T85840	神經系統假肢裝置、植入物和移植物引起的疼痛
T85848	其他內部假肢裝置、植入物和移植物引起的疼痛
T85850	由於神經系統假肢裝置、植入物和移植物導致的狹窄
T85858	由於其他內部假肢裝置、植入物和移植物導致的狹窄
T85860	由神經系統假肢裝置、植入物和移植物引起的血栓形成
T85868	由於其他內部假肢裝置、植入物和移植物引起的血栓形成
T85890	神經系統假肢裝置、植入物和移植物的其他特定並發症
T85898	其他內部假肢裝置、植入物和移植物的其他特定並發症
T860	骨髓移植並發症
T865	幹細胞移植的並發症
T868401	角膜移植排斥，右眼
T868402	角膜移植排斥，左眼
T868403	角膜移植排斥，雙側
T868409	角膜移植排斥反應，不明眼
T868411	角膜移植失敗，右眼
T868412	角膜移植失敗，左眼
T868413	雙側角膜移植失敗
T868419	角膜移植失敗，不明眼
T868421	角膜移植感染，右眼
T868422	角膜移植感染，左眼
T868423	角膜移植感染，雙側
T868429	角膜移植感染，不明眼
T868481	角膜移植的其他並發症，右眼
T868482	角膜移植的其他並發症，左眼
T868483	角膜移植的其他並發症，雙側
T868489	角膜移植的其他並發症，未指明的眼睛
T868491	角膜移植的未明確並發症，右眼
T868492	角膜移植的未明確並發症，左眼
T868493	雙側角膜移植的未明確並發症
T868499	角膜移植的未指明的並發症，未指明的眼睛
T8689	其他移植組織的並發症
T870X	上肢再附著（部分）的並發症
T870X1	右上肢再附著（部分）的並發症
T870X2	左上肢再附著（部分）的並發症
T870X9	未明確上肢再附著（部分）的並發症
T871X	下肢再附著（部分）的並發症
T871X1	右下肢再附著（部分）的並發症
T871X2	左下肢再附著（部分）並發症
T871X9	未明確下肢再附著（部分）的並發症
T8781	截肢殘端開裂
T8789	截肢殘肢的其他並發症
T88	外科和醫療護理的其他並發症，未在別處分類
T880	免疫後感染
T881	免疫後的其他並發症，未在別處分類
T882	麻醉引起的休克
T883	麻醉引起的惡性高熱
T8853	手術過程中全身麻醉下的意外意識
T886	由於正確給藥或正確給藥的不良反應引起的過敏反應
V0003	步行行人與站立式微型移動行人交通工具相撞受傷
V00031	步行行人與站立式電動滑板車騎手相撞受傷
V00038	步行行人與其他站立式微型移動行人交通工具的騎手相撞受傷
V0009	步行行人與其他行人交通工具相撞受傷
V0012	非直線輪滑事故
V0013	滑板事故
V0014	滑板車（非機動）事故
V0015	高跟鞋事故
V0018	其他滾動式行人交通工具事故
V0032	滑雪事故
V0082	嬰兒車出事故
V00821	從嬰兒車上掉下來
V00822	嬰兒車與靜止物體相撞
V00828	嬰兒車的其他事故
V0083	電動代步車事故
V00831	從機動滑板車跌落
V00832	機動代步車與靜止物體相撞
V00838	其他電動滑板車事故
V0084	站立式微型移動行人交通工具事故
V00841	從站立的電動滑板車跌落
V00842	站立式電動滑板車上的行人與靜止物體相撞
V00848	其他站立式微型移動行人交通工具事故
V0103	站立式微型機動行人交通工具行人在非交通事故中與腳踏車相撞受傷
V01031	站立式電動滑板車行人在非交通事故中與腳踏車相撞受傷
V01038	其他站立式微型移動行人交通工具上的行人在非交通事故中與腳踏車相撞受傷
V0113	行人站立式微型機動行人交通工具在交通事故中與腳踏車相撞受傷
V01131	站立式電動滑板車行人在交通事故中與腳踏車相撞受傷
V01138	其他站立式微型移動行人交通工具上的行人在交通事故中與腳踏車相撞受傷
V019	行人在與腳踏車相撞時受傷，未指明是交通意外還是非交通意外
V0193	站立式微型移動行人交通工具上的行人在與腳踏車碰撞中受傷，未指明是交通意外還是非交通意外
V01931	站立式電動滑板車上的行人在與腳踏車相撞時受傷，不確定是交通意外還是非交通意外
V01938	其他站立式微型移動行人交通工具上的行人在與腳踏車碰撞時受傷，未指明是交通意外還是非交通意外
V02	行人在與兩輪或三輪機動車相撞時受傷
V020	行人在非交通意外中與兩輪或三輪機動車相撞受傷
V0203	站立式微型移動行人交通工具上的行人在非交通事故中與兩輪或三輪機動車相撞受傷
V02031	站立式電動滑板車行人在非交通事故中與兩輪或三輪機動車相撞受傷
V02038	其他站立式微型移動行人交通工具上的行人在非交通事故中與兩輪或三輪機動車相撞受傷
V021	行人在交通事故中與兩輪或三輪機動車相撞受傷
V0213	站立式微型移動行人交通工具行人在交通事故中與兩輪或三輪機動車相撞受傷
V02131	站立式電動滑板車行人在交通事故中與兩輪或三輪機動車相撞受傷
V02138	其他站立式微型移動行人交通工具上的行人在交通事故中與兩輪或三輪機動車相撞受傷
V029	行人在與兩輪或三輪機動車相撞時受傷，未指明是交通意外還是非交通意外
V0293	站立微型移動行人交通工具上的行人在與兩輪或三輪機動車輛碰撞中受傷，未指明是交通意外還是非交通意外
V02931	站立式電動滑板車上的行人在與兩輪或三輪機動車相撞時受傷，未指明是交通意外還是非交通意外
V02938	其他站立式微型移動行人交通工具上的行人在與兩輪或三輪機動車輛碰撞中受傷，未指明是交通意外還是非交通意外
V0303	站立式微型移動行人交通工具上的行人在非交通事故中與汽車、皮卡或麵包車相撞受傷
V03031	站立式電動滑板車上的行人在非交通事故中與汽車、皮卡或貨車相撞受傷
V03038	其他站立式微型移動行人交通工具上的行人在非交通事故中與汽車、皮卡或麵包車相撞而受傷
V0313	站立式微型移動行人交通工具上的行人在交通事故中與汽車、皮卡或麵包車相撞受傷
V03131	站立式電動滑板車上的行人在交通事故中與汽車、皮卡或麵包車相撞受傷
V03138	其他站立式微型移動行人交通工具上的行人在交通事故中與汽車、皮卡或麵包車相撞受傷
V0393	站立式微型移動行人交通工具上的行人在與汽車、皮卡車或麵包車碰撞中受傷，未指明是交通意外還是非交通意外
V03931	站立式電動滑板車上的行人在與汽車、皮卡或貨車相撞時受傷，未指明是交通意外還是非交通意外
V03938	其他站立式微型移動行人交通工具上的行人在與汽車、皮卡車或麵包車碰撞中受傷，未指明是交通意外還是非交通意外
V04	行人在與重型運輸車輛或公共汽車相撞中受傷
V0403	站立式微型移動行人交通工具上的行人在非交通事故中與重型運輸車輛或公共汽車相撞受傷
V04031	站立式電動滑板車行人在非交通事故中與重型運輸車輛或公共汽車相撞受傷
V04038	其他站立式微型移動行人交通工具上的行人在非交通事故中與重型運輸車輛或公共汽車相撞受傷
V0413	站立式微型移動行人交通工具上的行人在交通事故中與重型運輸車輛或公共汽車相撞受傷
V04131	站立式電動滑板車行人在交通事故中與重型運輸車輛或公共汽車相撞受傷
V04138	其他站立式微型移動行人交通工具上的行人在交通事故中與重型運輸車輛或公共汽車相撞受傷
V0493	站立式微型移動行人交通工具上的行人在與重型運輸車輛或公共汽車的碰撞中受傷，未指明是交通意外還是非交通意外
V04931	站立式電動滑板車上的行人在與重型運輸車輛或公共汽車相撞時受傷，未指明是交通意外還是非交通意外
V04938	其他站立式微型移動行人交通工具上的行人在與重型運輸車輛或公共汽車的碰撞中受傷，未指明是交通意外還是非交通意外
V0503	站立式微型移動行人交通工具上的行人在非交通事故中與鐵路列車或鐵路車輛相撞受傷
V05031	站立式電動滑板車行人在非交通事故中與鐵路列車或鐵路車輛相撞受傷
V05038	非交通事故中與鐵路列車或鐵路車輛相撞受傷的其他站立式微型移動行人交通工具上的行人
V0513	站立式微型移動行人交通工具上的行人在交通事故中與鐵路列車或鐵路車輛相撞受傷
V05131	站立式電動滑板車行人在交通事故中與鐵路列車或鐵路車輛相撞受傷
V05138	其他站立式微型移動行人交通工具上的行人在交通事故中與鐵路列車或鐵路車輛相撞受傷
V059	行人在與鐵路列車或鐵路車輛相撞時受傷，未指明是交通意外還是非交通意外
V0593	站立微型移動行人交通工具上的行人在與鐵路列車或鐵路車輛碰撞中受傷，未指明是交通意外還是非交通意外
V05931	站立式電動滑板車上的行人在與鐵路列車或鐵路車輛相撞時受傷，未指明是交通意外還是非交通意外
V05938	其他站立式微型移動行人交通工具上的行人在與鐵路列車或鐵路車輛碰撞中受傷，未指明是交通意外還是非交通意外
V0603	站立式微型移動行人交通工具上的行人在非交通事故中與其他非機動車相撞受傷
V06031	站立式電動滑板車行人在非交通事故中與其他非機動車相撞受傷
