E083211	由潛在疾病引起的糖尿病伴輕度非增殖性糖尿病視網膜病變伴黃斑水腫，右眼
V707XXD	公交車外的人在交通事故中與行人或動物相撞受傷，隨後遇到
V707XXS	公交車外人員在交通事故中與行人或動物相撞受傷，後遺症
V709XXA	在交通事故中與行人或動物相撞受傷的不明巴士乘客，初次相遇
V709XXD	不明身份的巴士乘員在交通事故中與行人或動物相撞受傷，隨後遭遇
V709XXS	不明身份的巴士乘員在交通事故中與行人或動物相撞受傷，後遺症
V710XXA	公交車司機在非交通事故中與腳踏車相撞受傷，初次相遇
V710XXD	公交車司機在非交通事故中與腳踏車相撞受傷，隨後遭遇
V710XXS	公交車司機在非交通事故中與腳踏車相撞受傷，後遺症
V711XXA	公交車上的乘客在非交通事故中與腳踏車相撞受傷，初次相遇
V711XXD	公交車上的乘客在非交通事故中與腳踏車相撞受傷，隨後遇到
V711XXS	公交車上的乘客在非交通事故中與踏板自行車相撞受傷，後遺症
V712XXA	在非交通事故中與腳踏車相撞受傷的公交車外人員，初次相遇
V712XXD	非交通事故中與腳踏車相撞受傷的公交車外人員，隨後遭遇
V712XXS	公交車外人員在非交通事故中與腳踏車相撞受傷，後遺症
V713XXA	不明身份的公交車乘客在非交通事故中與腳踏車相撞受傷，初次相遇
V713XXD	在非交通意外中與腳踏車相撞受傷的不明巴士乘客，隨後遇到
V713XXS	不明身份的公交車乘員在非交通事故中與腳踏車相撞受傷，後遺症
V714XXA	上車或下車的人在與腳踏車相撞時受傷，初次相遇
V714XXD	上車或下車的人因與腳踏車相撞而受傷，隨後遇到
V714XXS	上車或下車的人與腳踏車相撞受傷，後遺症
V715XXA	公交車司機在交通事故中與腳踏車相撞受傷，初次相遇
V715XXD	公交車司機在交通事故中與腳踏車相撞受傷，隨後遭遇
V715XXS	公交車司機在交通事故中與腳踏車相撞受傷，後遺症
V716XXA	公交車上的乘客在交通事故中與腳踏車相撞受傷，初次相遇
V716XXD	公交車上的乘客在交通事故中與踏板自行車相撞受傷，隨後遇到
V716XXS	公交車上的乘客在交通事故中與腳踏車相撞受傷，後遺症
V717XXA	公交車外的人在交通事故中與腳踏車相撞受傷，初次相遇
V717XXD	公交車外的人在交通事故中與踏板自行車相撞受傷，隨後遇到
V717XXS	公交車外人員在交通事故中與腳踏車相撞受傷，後遺症
V719XXA	不明身份的公交車乘員在交通事故中與腳踏車相撞受傷，初次相遇
V719XXD	不明身份的巴士乘員在交通事故中與腳踏車相撞受傷，隨後遭遇
V719XXS	不明身份的公交車乘員在交通事故中與腳踏車相撞受傷，後遺症
V720XXA	公交車司機在非交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V720XXD	公交車司機在非交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V720XXS	公交車司機在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V721XXA	公交車上的乘客在非交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V721XXD	公交車上的乘客在非交通事故中與兩輪或三輪機動車相撞受傷，隨後遇到
V721XXS	公交車上的乘客在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V722XXA	在非交通事故中與兩輪或三輪機動車輛相撞受傷的公交車外人員，初次相遇
V722XXD	在非交通意外中與兩輪或三輪機動車輛相撞受傷的巴士外人員，隨後遇到
V722XXS	公交車外人員在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V723XXA	在非交通意外中與兩輪或三輪機動車輛相撞受傷的不明乘客，初次相遇
V723XXD	在非交通意外中與兩輪或三輪機動車輛相撞受傷的不明乘客，隨後遭遇
V723XXS	不明身份的公交車乘員在非交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V724XXA	上車或下車的人在與兩輪或三輪機動車輛相撞時受傷，初次相遇
V724XXD	上下車的人在與兩輪或三輪機動車輛相撞時受傷，隨後遇到
V724XXS	上下車人員與兩輪或三輪機動車相撞受傷，後遺症
V725XXA	公交車司機在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V725XXD	公交車司機在交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V725XXS	公交車司機在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V726XXA	公交車上的乘客在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V726XXD	公交車上的乘客在交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V726XXS	公交車上乘客在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V727XXA	公交車外人員在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V727XXD	公交車外人員在交通事故中與兩輪或三輪機動車相撞受傷，隨後遭遇
V727XXS	公交車外人員在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V729XXA	不明身份的巴士乘員在交通事故中與兩輪或三輪機動車相撞受傷，初次相遇
V729XXD	不明身份的巴士乘員在交通事故中與兩輪或三輪機動車輛相撞受傷，隨後遭遇
V729XXS	不明身份的公交車乘員在交通事故中與兩輪或三輪機動車相撞受傷，後遺症
V730XXA	公交車司機在非交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V730XXD	公交車司機在非交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V730XXS	公交車司機在非交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V731XXA	公共汽車上的乘客在非交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V731XXD	公交車上的乘客在非交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V731XXS	公交車上的乘客在非交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V732XXA	在非交通事故中與汽車、皮卡車或貨車相撞而受傷的公交車外人員，初次相遇
V732XXD	在非交通事故中與汽車、皮卡車或麵包車相撞而受傷的公交車外人員，隨後遇到
V732XXS	公交車外人員在非交通事故中與汽車、皮卡車或貨車相撞受傷，後遺症
V733XXA	在非交通意外中與汽車、皮卡車或麵包車相撞受傷的未指明乘客，初次相遇
V733XXD	在非交通事故中與汽車、皮卡車或麵包車相撞受傷的未指明的公共汽車乘員，隨後遇到
V733XXS	不明身份的公交車乘員在非交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V734XXA	上車或下車的人在與汽車、皮卡車或貨車相撞時受傷，初次相遇
V734XXD	上車或下車的人與汽車、皮卡車或貨車相撞受傷，隨後遇到
V734XXS	上車或下車的人與汽車、皮卡車或貨車相撞受傷，後遺症
V735XXA	公交車司機在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V735XXD	公交車司機在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遭遇
V735XXS	公交車司機在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V736XXA	公交車上的乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V736XXD	公交車上的乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V736XXS	公交車上的乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V737XXA	公交車外的人在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V737XXD	公交車外的人在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遇到
V737XXS	公交車外人員在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V739XXA	不明身份的巴士乘客在交通事故中與汽車、皮卡車或麵包車相撞受傷，初次相遇
V739XXD	不明身份的巴士乘員在交通事故中與汽車、皮卡車或麵包車相撞受傷，隨後遭遇
V739XXS	不明身份的巴士乘員在交通事故中與汽車、皮卡車或麵包車相撞受傷，後遺症
V740XXA	公交車司機在非交通事故中與重型運輸車輛或公交車相撞受傷，初次相遇
V740XXD	公交車司機在非交通事故中與重型運輸車輛或公交車相撞受傷，隨後遇到
V740XXS	公交車司機在非交通事故中與重型運輸車輛或公交車相撞受傷，後遺症
V741XXA	公交車上的乘客在非交通事故中與重型運輸車輛或公交車相撞受傷，初次相遇
V741XXD	公交車上的乘客在非交通事故中與重型運輸車輛或公交車相撞受傷，隨後遇到
V741XXS	公交車上的乘客在與重型運輸車輛或公交車相撞時受傷，非交通事故，後遺症
V742XXA	在非交通意外中與重型運輸車輛或公共汽車相撞而受傷的公共汽車外人員，初次相遇
V742XXD	在非交通意外中與重型運輸車輛或公共汽車相撞受傷的公共汽車外人員，隨後遇到
V742XXS	公交車外人員與重型運輸車輛或公交車相撞受傷，非交通事故，後遺症
V743XXA	與重型運輸車輛或非交通意外中的公共汽車相撞受傷的未指明乘客，初次相遇
V743XXD	不明身份的巴士乘客在與重型運輸車輛或非交通意外中的巴士碰撞中受傷，隨後遇到
V743XXS	與重型運輸車輛或非交通意外中的公共汽車相撞受傷的公共汽車上的不明乘客，後遺症
V744XXA	上車或下車的人與重型運輸車輛或公共汽車相撞受傷，初次相遇
V744XXD	上車或下車的人與重型運輸車輛或公共汽車相撞受傷，隨後遇到
V744XXS	上車或下車的人與重型運輸車輛或公共汽車相撞受傷，後遺症
V745XXA	公交車司機在交通事故中與重型運輸車輛或公交車相撞受傷，初次相遇
V745XXD	公交車司機在交通事故中與重型運輸車輛或公交車相撞受傷，隨後遇到
V745XXS	公交車司機在交通事故中與重型運輸車輛或公交車相撞受傷，後遺症
V746XXA	公交車上的乘客在交通事故中與重型運輸車輛或公交車相撞受傷，初次相遇
V746XXD	公交車上的乘客在交通事故中與重型運輸車輛或公交車相撞受傷，隨後遇到
V746XXS	公交車上乘客與重型運輸車輛或公交車相撞受傷，後遺症
V747XXA	公交車外人員在交通事故中與重型運輸車輛或公交車相撞受傷，初次相遇
V747XXD	公交車外的人在交通事故中與重型運輸車輛或公交車相撞受傷，隨後遇到
V747XXS	公交車外人員在交通事故中與重型運輸車輛或公交車相撞受傷，後遺症
V749XXA	不明身份的公交車乘員在交通事故中與重型運輸車輛或公交車相撞受傷，初次相遇
V749XXD	不明身份的巴士乘員在交通事故中與重型運輸車輛或巴士相撞受傷，隨後遭遇
V749XXS	不明身份的公交車乘員在交通事故中與重型運輸車輛或公交車相撞受傷，後遺症
V750XXA	公交車司機在非交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V750XXD	公交車司機在非交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V750XXS	公交車司機在非交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V751XXA	公交車上的乘客在非交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V751XXD	公交車上的乘客在非交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V751XXS	公交車上的乘客在非交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V752XXA	在非交通事故中與鐵路列車或鐵路車輛相撞受傷的公共汽車外的人，初次相遇
V752XXD	在非交通意外中與鐵路列車或鐵路車輛相撞受傷的公共汽車外的人，隨後遇到
V752XXS	公交車外人員在非交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V753XXA	在非交通意外中與鐵路列車或鐵路車輛相撞受傷的不明巴士乘客，初次相遇
V753XXD	在非交通意外中與鐵路列車或鐵路車輛相撞受傷的不明巴士乘員，隨後遇到
V753XXS	非交通事故中與鐵路列車或鐵路車輛相撞受傷的不明乘客，後遺症
V754XXA	上車或下車的人在與鐵路列車或鐵路車輛相撞時受傷，初次相遇
V754XXD	上車或下車的人與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V754XXS	上車或下車人員與鐵路列車或鐵路車輛相撞受傷，後遺症
V755XXA	公交車司機在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V755XXD	公交車司機在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V755XXS	公交車司機在交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V756XXA	公交車上的乘客在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V756XXD	公交車上的乘客在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V756XXS	公交車上乘客在交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V757XXA	公交車外人員在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V757XXD	公交車外人員在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
V757XXS	公交車外人員在交通事故中與鐵路列車或鐵路車輛相撞受傷，後遺症
V759XXA	不明身份的公交車乘員在交通事故中與鐵路列車或鐵路車輛相撞受傷，初次相遇
V759XXD	不明身份的巴士乘員在交通事故中與鐵路列車或鐵路車輛相撞受傷，隨後遇到
