V00	Pedestrian conveyance accident
	與其他鳥禽的其他接觸之初期照護
    W6199xD	Other contact with other birds, subsequent encounter
	與其他鳥禽的其他接觸之後續照護
    W6199xS	Other contact with other birds, sequela
	與其他鳥禽的其他接觸之後遺症
W62	Contact with nonvenomous amphibians
	接觸無毒兩棲動物
 W620	Contact with nonvenomous frogs
	接觸無毒青蛙
    W620xxA	Contact with nonvenomous frogs, initial encounter
	接觸無毒青蛙之初期照護
    W620xxD	Contact with nonvenomous frogs, subsequent encounter
	接觸無毒青蛙之後續照護
    W620xxS	Contact with nonvenomous frogs, sequela
	接觸無毒青蛙之後遺症
 W621	Contact with nonvenomous toads
	接觸無毒蟾蜍
    W621xxA	Contact with nonvenomous toads, initial encounter
	接觸無毒蟾蜍之初期照護
    W621xxD	Contact with nonvenomous toads, subsequent encounter
	接觸無毒蟾蜍之後續照護
    W621xxS	Contact with nonvenomous toads, sequela
	接觸無毒蟾蜍之後遺症
 W629	Contact with other nonvenomous amphibians
	接觸其他無毒兩棲動物
    W629xxA	Contact with other nonvenomous amphibians, initial encounter
	接觸其他無毒兩棲動物之初期照護
    W629xxD	Contact with other nonvenomous amphibians, subsequent encounter
	接觸其他無毒兩棲動物之後續照護
    W629xxS	Contact with other nonvenomous amphibians, sequela
	接觸其他無毒兩棲動物之後遺症
W64 	Exposure to other animate mechanical forces
	暴露於其他的生命機械力
    W64xxxA	Exposure to other animate mechanical forces, initial encounter
	暴露於其他的生命機械力之初期照護
    W64xxxD	Exposure to other animate mechanical forces, subsequent encounter
	暴露於其他的生命機械力之後續照護
    W64xxxS	Exposure to other animate mechanical forces, sequela
	暴露於其他的生命機械力之後遺症
W65 	Accidental drowning and submersion while in bath-tub
	意外在浴盆中溺死及淹沒
    W65xxxA	Accidental drowning and submersion while in bath-tub, initial encounter
	意外在浴盆中溺死及淹沒之初期照護
    W65xxxD	Accidental drowning and submersion while in bath-tub, subsequent encounter
	意外在浴盆中溺死及淹沒之後續照護
    W65xxxS	Accidental drowning and submersion while in bath-tub, sequela
	意外在浴盆中溺死及淹沒之後遺症
W67 	Accidental drowning and submersion while in swimming-pool
	意外在游泳池中溺死及淹沒
    W67xxxA	Accidental drowning and submersion while in swimming-pool, initial encounter
	意外在游泳池中溺死及淹沒之初期照護
    W67xxxD	Accidental drowning and submersion while in swimming-pool, subsequent encounter
	意外在游泳池中溺死及淹沒之後續照護
    W67xxxS	Accidental drowning and submersion while in swimming-pool, sequela
	意外在游泳池中溺死及淹沒之後遺症
W69 	Accidental drowning and submersion while in natural water
	意外在自然水域中溺死及淹沒
    W69xxxA	Accidental drowning and submersion while in natural water, initial encounter
	意外在自然水域中溺死及淹沒之初期照護
    W69xxxD	Accidental drowning and submersion while in natural water, subsequent encounter
	意外在自然水域中溺死及淹沒之後續照護
    W69xxxS	Accidental drowning and submersion while in natural water, sequela
	意外在自然水域中溺死及淹沒之後遺症
W73 	Other specified cause of accidental non-transport drowning and submersion
	其他特定非交通事故造成意外的溺死及淹沒
    W73xxxA	Other specified cause of accidental non-transport drowning and submersion, initial encounter
	其他特定非交通事故造成意外的溺死及淹沒之初期照護
    W73xxxD	Other specified cause of accidental non-transport drowning and submersion, subsequent encounter
	其他特定非交通事故造成意外的溺死及淹沒之後續照護
    W73xxxS	Other specified cause of accidental non-transport drowning and submersion, sequela
	其他特定非交通事故造成意外的溺死及淹沒之後遺症
W74 	Unspecified cause of accidental drowning and submersion
	未特定原因造成意外溺死及淹沒
    W74xxxA	Unspecified cause of accidental drowning and submersion, initial encounter
	未特定原因造成意外溺死及淹沒之初期照護
    W74xxxD	Unspecified cause of accidental drowning and submersion, subsequent encounter
	未特定原因造成意外溺死及淹沒之後續照護
    W74xxxS	Unspecified cause of accidental drowning and submersion, sequela
	未特定原因造成意外溺死及淹沒 後遺症
W85 	Exposure to electric transmission lines
	暴露於輸電線(路)之下
    W85xxxA	Exposure to electric transmission lines, initial encounter
	暴露於輸電線(路)之下之初期照護
    W85xxxD	Exposure to electric transmission lines, subsequent encounter
	暴露於輸電線(路)之下之後續照護
    W85xxxS	Exposure to electric transmission lines, sequela
	暴露於輸電線(路)之下之後遺症
W86	Exposure to other specified electric current
	暴露於其他特定電流
 W860	Exposure to domestic wiring and appliances
	暴露於家用線路和設備
    W860xxA	Exposure to domestic wiring and appliances, initial encounter
	暴露於家用線路和設備之初期照護
    W860xxD	Exposure to domestic wiring and appliances, subsequent encounter
	暴露於家用線路和設備之後續照護
    W860xxS	Exposure to domestic wiring and appliances, sequela
	暴露於家用線路和設備之後遺症
 W861	Exposure to industrial wiring, appliances and electrical machinery
	暴露於工業用線路、設備和電力機械
    W861xxA	Exposure to industrial wiring, appliances and electrical machinery, initial encounter
	暴露於工業用線路、設備和電力機械之初期照護
    W861xxD	Exposure to industrial wiring, appliances and electrical machinery, subsequent encounter
	暴露於工業用線路、設備和電力機械之後續照護
    W861xxS	Exposure to industrial wiring, appliances and electrical machinery, sequela
	暴露於工業用線路、設備和電力機械之後遺症
 W868	Exposure to other electric current
	暴露於其他電流
    W868xxA	Exposure to other electric current, initial encounter
	暴露於其他電流之初期照護
    W868xxD	Exposure to other electric current, subsequent encounter
	暴露於其他電流之後續照護
    W868xxS	Exposure to other electric current, sequela
	暴露於其他電流之後遺症
W88	Exposure to ionizing radiation
	暴露於游離(性)輻射
 W880	Exposure to X-rays
	暴露於X光
    W880xxA	Exposure to X-rays, initial encounter
	暴露於X光之初期照護
    W880xxD	Exposure to X-rays, subsequent encounter
	暴露於X光之後續照護
    W880xxS	Exposure to X-rays, sequela
	暴露於X光之後遺症
 W881	Exposure to radioactive isotopes
	暴露於放射性(輻射)同位素
    W881xxA	Exposure to radioactive isotopes, initial encounter
	暴露於放射性(輻射)同位素之初期照護
    W881xxD	Exposure to radioactive isotopes, subsequent encounter
	暴露於放射性(輻射)同位素之後續照護
    W881xxS	Exposure to radioactive isotopes, sequela
	暴露於放射性(輻射)同位素之後遺症
 W888	Exposure to other ionizing radiation
	暴露於其他游離(性)輻射
    W888xxA	Exposure to other ionizing radiation, initial encounter
	暴露於其他游離(性)輻射之初期照護
    W888xxD	Exposure to other ionizing radiation, subsequent encounter
	暴露於其他游離(性)輻射之後續照護
    W888xxS	Exposure to other ionizing radiation, sequela
	暴露於其他游離(性)輻射之後遺症
W89	Exposure to man-made visible and ultraviolet light
	暴露於人為可見光及紫外光(線)
 W890	Exposure to welding light (arc)
	暴露於焊接光(弧光)
    W890xxA	Exposure to welding light (arc), initial encounter
	暴露於焊接光(弧光)之初期照護
    W890xxD	Exposure to welding light (arc), subsequent encounter
	暴露於焊接光(弧光)之後續照護
    W890xxS	Exposure to welding light (arc), sequela
	暴露於焊接光(弧光)之後遺症
 W891	Exposure to tanning bed
	暴露於日光浴床
    W891xxA	Exposure to tanning bed, initial encounter
	暴露於日光浴床之初期照護
    W891xxD	Exposure to tanning bed, subsequent encounter
	暴露於日光浴床之後續照護
    W891xxS	Exposure to tanning bed, sequela
	暴露於日光浴床之後遺症
 W898	Exposure to other man-made visible and ultraviolet light
	暴露於其他人為可見光及紫外光(線)
    W898xxA	Exposure to other man-made visible and ultraviolet light, initial encounter
	暴露於其他人為可見光及紫外光(線)之初期照護
    W898xxD	Exposure to other man-made visible and ultraviolet light, subsequent encounter
	暴露於其他人為可見光及紫外光(線)之後續照護
    W898xxS	Exposure to other man-made visible and ultraviolet light, sequela
	暴露於其他人為可見光及紫外光(線)之後遺症
 W899	Exposure to unspecified man-made visible and ultraviolet light
	暴露於未特定人為可見光及紫外光(線)
    W899xxA	Exposure to unspecified man-made visible and ultraviolet light, initial encounter
	暴露於未特定人為可見光及紫外光(線)之初期照護
    W899xxD	Exposure to unspecified man-made visible and ultraviolet light, subsequent encounter
	暴露於未特定人為可見光及紫外光(線)之後續照護
    W899xxS	Exposure to unspecified man-made visible and ultraviolet light, sequela
	暴露於未特定人為可見光及紫外光(線)之後遺症
W90	Exposure to other nonionizing radiation
	暴露於非游離性輻射線
 W900	Exposure to radiofrequency
	暴露於射頻
    W900xxA	Exposure to radiofrequency, initial encounter
	暴露於射頻之初期照護
    W900xxD	Exposure to radiofrequency, subsequent encounter
	暴露於射頻之後續照護
    W900xxS	Exposure to radiofrequency, sequela
	暴露於射頻之後遺症
 W901	Exposure to infrared radiation
	暴露於紅外線放射線
    W901xxA	Exposure to infrared radiation, initial encounter
	暴露於紅外線放射線之初期照護
    W901xxD	Exposure to infrared radiation, subsequent encounter
	暴露於紅外線放射線之後續照護
    W901xxS	Exposure to infrared radiation, sequela
	暴露於紅外線放射線之後遺症
 W902	Exposure to laser radiation
	暴露於雷射放射線
    W902xxA	Exposure to laser radiation, initial encounter
	暴露於雷射放射線之初期照護
    W902xxD	Exposure to laser radiation, subsequent encounter
	暴露於雷射放射線之後續照護
    W902xxS	Exposure to laser radiation, sequela
	暴露於雷射放射線之後遺症
 W908	Exposure to other nonionizing radiation
	暴露於其他非游離性輻射線
    W908xxA	Exposure to other nonionizing radiation, initial encounter
	暴露於其他非游離性輻射線之初期照護
    W908xxD	Exposure to other nonionizing radiation, subsequent encounter
	暴露於其他非游離性輻射線之後續照護
    W908xxS	Exposure to other nonionizing radiation, sequela
	暴露於其他非游離性輻射線之後遺症
W92 	Exposure to excessive heat of man-made origin
	暴露於人為過熱環境
    W92xxxA	Exposure to excessive heat of man-made origin, initial encounter
	暴露於人為過熱環境之初期照護
    W92xxxD	Exposure to excessive heat of man-made origin, subsequent encounter
	暴露於人為過熱環境之後續照護
    W92xxxS	Exposure to excessive heat of man-made origin, sequela
	暴露於人為過熱環境之後遺症
W93	Exposure to excessive cold of man-made origin
	暴露於人為過冷環境
 W930	Contact with or inhalation of dry ice
	接觸或吸入乾冰
  W9301	Contact with dry ice
	接觸乾冰
    W9301xA	Contact with dry ice, initial encounter
	接觸乾冰之初期照護
    W9301xD	Contact with dry ice, subsequent encounter
	接觸乾冰之後續照護
    W9301xS	Contact with dry ice, sequela
	接觸乾冰之後遺症
  W9302	Inhalation of dry ice
	吸入乾冰
    W9302xA	Inhalation of dry ice, initial encounter
	吸入乾冰之初期照護
    W9302xD	Inhalation of dry ice, subsequent encounter
	吸入乾冰之後續照護
    W9302xS	Inhalation of dry ice, sequela
	吸入乾冰之後遺症
 W931	Contact with or inhalation of liquid air
	接觸或吸入液態空氣
  W9311	Contact with liquid air
	接觸液態空氣
    W9311xA	Contact with liquid air, initial encounter
	接觸液態空氣之初期照護
    W9311xD	Contact with liquid air, subsequent encounter
	接觸液態空氣之後續照護
    W9311xS	Contact with liquid air, sequela
	接觸液態空氣之後遺症
  W9312	Inhalation of liquid air
	吸入液態空氣
    W9312xA	Inhalation of liquid air, initial encounter
	吸入液態空氣之初期照護
    W9312xD	Inhalation of liquid air, subsequent encounter
	吸入液態空氣之後續照護
    W9312xS	Inhalation of liquid air, sequela
	吸入液態空氣之後遺症
 W932	Prolonged exposure in deep freeze unit or refrigerator
	長期暴露在極度冷凍處所或冷凍庫
    W932xxA	Prolonged exposure in deep freeze unit or refrigerator, initial encounter
	長期暴露在極度冷凍處所或冷凍庫之初期照護
    W932xxD	Prolonged exposure in deep freeze unit or refrigerator, subsequent encounter
	長期暴露在極度冷凍處所或冷凍庫之後續照護
    W932xxS	Prolonged exposure in deep freeze unit or refrigerator, sequela
	長期暴露在極度冷凍處所或冷凍庫之後遺症
 W938	Exposure to other excessive cold of man-made origin
	暴露於其他人為過冷環境
    W938xxA	Exposure to other excessive cold of man-made origin, initial encounter
	暴露於其他人為過冷環境之初期照護
    W938xxD	Exposure to other excessive cold of man-made origin, subsequent encounter
	暴露於其他人為過冷環境之後續照護
    W938xxS	Exposure to other excessive cold of man-made origin, sequela
	暴露於其他人為過冷環境之後遺症
W94	Exposure to high and low air pressure and changes in air pressure
	暴露於高氣壓及低氣壓及氣壓改變
 W940	Exposure to prolonged high air pressure
	暴露於長時間高氣壓
    W940xxA	Exposure to prolonged high air pressure, initial encounter
	暴露於長時間高氣壓之初期照護
    W940xxD	Exposure to prolonged high air pressure, subsequent encounter
	暴露於長時間高氣壓之後續照護
    W940xxS	Exposure to prolonged high air pressure, sequela
	暴露於長時間高氣壓之後遺症
 W941	Exposure to prolonged low air pressure
	暴露於長時間低氣壓
  W9411	Exposure to residence or prolonged visit at high altitude
	暴露於居住或長期停駐在高海拔環境
    W9411xA	Exposure to residence or prolonged visit at high altitude, initial encounter
	暴露於居住或長期停駐在高海拔環境之初期照護
    W9411xD	Exposure to residence or prolonged visit at high altitude, subsequent encounter
	暴露於居住或長期停駐在高海拔環境之後續照護
    W9411xS	Exposure to residence or prolonged visit at high altitude, sequela
