H00	Hordeolum and chalazion
 H494	Progressive external ophthalmoplegia
	進行性外眼肌麻痺
  H4940	Progressive external ophthalmoplegia, unspecified eye
	未特定側性進行性外眼肌麻痺
  H4941	Progressive external ophthalmoplegia, right eye
	右眼進行性外眼肌麻痺
  H4942	Progressive external ophthalmoplegia, left eye
	左眼進行性外眼肌麻痺
  H4943	Progressive external ophthalmoplegia, bilateral
	雙側進行性外眼肌麻痺
 H498	Other paralytic strabismus
	其他麻痺性斜視
  H4981	Kearns-Sayre syndrome
	柯恩-莎蕊氏症候群
   H49811	Kearns-Sayre syndrome, right eye
	右眼柯恩-莎蕊氏症候群
   H49812	Kearns-Sayre syndrome, left eye
	左眼柯恩-莎蕊氏症候群
   H49813	Kearns-Sayre syndrome, bilateral
	雙側柯恩-莎蕊氏症候群
   H49819	Kearns-Sayre syndrome, unspecified eye
	未特定側性柯恩-莎蕊氏症候群
  H4988	Other paralytic strabismus
	其他麻痺性斜視
   H49881	Other paralytic strabismus, right eye
	右眼其他麻痺性斜視
   H49882	Other paralytic strabismus, left eye
	左眼其他麻痺性斜視
   H49883	Other paralytic strabismus, bilateral
	雙側其他麻痺性斜視
   H49889	Other paralytic strabismus, unspecified eye
	未特定側性其他麻痺性斜視
 H499	Unspecified paralytic strabismus
	麻痺性斜視
H50	Other strabismus
	其他斜視
 H500	Esotropia
	內斜視
  H5000	Unspecified esotropia
	內斜視
  H5001	Monocular esotropia
	單眼內斜視
   H50011	Monocular esotropia, right eye
	右眼單眼內斜視
   H50012	Monocular esotropia, left eye
	左眼單眼內斜視
  H5002	Monocular esotropia with A pattern
	A型單眼內斜視
   H50021	Monocular esotropia with A pattern, right eye
	右眼A型單眼內斜視
   H50022	Monocular esotropia with A pattern, left eye
	左眼A型單眼內斜視
  H5003	Monocular esotropia with V pattern
	V型單眼內斜視
   H50031	Monocular esotropia with V pattern, right eye
	右眼V型單眼內斜視
   H50032	Monocular esotropia with V pattern, left eye
	左眼V型單眼內斜視
  H5004	Monocular esotropia with other noncomitancies
	伴有其他非共動性之單眼內斜視
   H50041	Monocular esotropia with other noncomitancies, right eye
	右眼伴有其他非共動性之單眼內斜視
   H50042	Monocular esotropia with other noncomitancies, left eye
	左眼伴有其他非共動性之單眼內斜視
  H5005	Alternating esotropia
	交替性內斜視
  H5006	Alternating esotropia with A pattern
	A型之交替性內斜視
  H5007	Alternating esotropia with V pattern
	V型之交替性內斜視
  H5008	Alternating esotropia with other noncomitancies
	其他非共動性之交替性內斜視
 H501	Exotropia
	外斜視
  H5010	Unspecified exotropia
	外斜視
  H5011	Monocular exotropia
	單眼外斜視
   H50111	Monocular exotropia, right eye
	右眼單眼外斜視
   H50112	Monocular exotropia, left eye
	左眼單眼外斜視
  H5012	Monocular exotropia with A pattern
	A型單眼外斜視
   H50121	Monocular exotropia with A pattern, right eye
	右眼A型單眼外斜視
   H50122	Monocular exotropia with A pattern, left eye
	左眼A型單眼外斜視
  H5013	Monocular exotropia with V pattern
	V型單眼外斜視
   H50131	Monocular exotropia with V pattern, right eye
	右眼V型單眼外斜視
   H50132	Monocular exotropia with V pattern, left eye
	左眼V型單眼外斜視
  H5014	Monocular exotropia with other noncomitancies
	其他非共動性之單眼外斜視
   H50141	Monocular exotropia with other noncomitancies, right eye
	右眼其他非共動性之單眼外斜視
   H50142	Monocular exotropia with other noncomitancies, left eye
	左眼其他非共動性之單眼外斜視
  H5015	Alternating exotropia
	交替性外斜視
  H5016	Alternating exotropia with A pattern
	A型之交替性外斜視
  H5017	Alternating exotropia with V pattern
	V型之交替性外斜視
  H5018	Alternating exotropia with other noncomitancies
	其他非共動性之交替性外斜視
 H502	Vertical strabismus
	垂直性上斜視
  H5021	Vertical strabismus, right eye
	右眼垂直性上斜視
  H5022	Vertical strabismus, left eye
	左眼垂直性上斜視
 H503	Intermittent heterotropia
	間歇性外斜視
  H5030	Unspecified intermittent heterotropia
	間歇性斜視
  H5031	Intermittent monocular esotropia
	單眼間歇性內斜視
   H50311	Intermittent monocular esotropia, right eye
	右眼單眼間歇性內斜視
   H50312	Intermittent monocular esotropia, left eye
	左眼單眼間歇性內斜視
  H5032	Intermittent alternating esotropia
	交替性間歇性內斜視
  H5033	Intermittent monocular exotropia
	單眼間歇性外斜視
   H50331	Intermittent monocular exotropia, right eye
	右眼單眼間歇性外斜視
   H50332	Intermittent monocular exotropia, left eye
	左眼單眼間歇性外斜視
  H5034	Intermittent alternating exotropia
	交替性間歇性外斜視
 H504	Other and unspecified heterotropia
	其他及未特定之隱斜視
  H5040	Unspecified heterotropia
	斜視
  H5041	Cyclotropia
	旋轉性斜視
   H50411	Cyclotropia, right eye
	右眼旋轉性斜視
   H50412	Cyclotropia, left eye
	左眼旋轉性斜視
  H5042	Monofixation syndrome
	單一固視性徵候群
  H5043	Accommodative component in esotropia
	內斜視之調節因素
 H505	Heterophoria
	交替性隱斜視
  H5050	Unspecified heterophoria
	隱斜視
  H5051	Esophoria
	內隱斜視
  H5052	Exophoria
	外隱斜視
  H5053	Vertical heterophoria
	垂直性隱斜視
  H5054	Cyclophoria
	旋轉性隱斜視
  H5055	Alternating heterophoria
	交替性隱斜視
 H506	Mechanical strabismus
	機械性斜視
  H5060	Mechanical strabismus, unspecified
	機械性斜視，未特定
  H5061	Brown's sheath syndrome
	Brown氏鞘徵候群
   H50611	Brown's sheath syndrome, right eye
	右眼Brown氏鞘徵候群
   H50612	Brown's sheath syndrome, left eye
	左眼Brown氏鞘徵候群
  H5069	Other mechanical strabismus
	其他機械性斜視
 H508	Other specified strabismus
	其他特定之斜視
  H5081	Duane's syndrome
	Duane氏徵候群
   H50811	Duane's syndrome, right eye
	右眼Duane氏徵候群
   H50812	Duane's syndrome, left eye
	左眼Duane氏徵候群
  H5089	Other specified strabismus
	其他特定斜視
 H509	Unspecified strabismus
	斜視
H51	Other disorders of binocular movement
	其他雙眼運動疾患
 H510	Palsy (spasm) of conjugate gaze
	共軛性凝視麻痺(痙攣)
 H511	Convergence insufficiency and excess
	內聚機能不足及機能過剩
  H5111	Convergence insufficiency
	內聚機能不足
  H5112	Convergence excess
	內聚機能過剩
 H512	Internuclear ophthalmoplegia
	核層間眼肌麻痺
  H5120	Internuclear ophthalmoplegia, unspecified eye
	未特定側性核層間眼肌麻痺
  H5121	Internuclear ophthalmoplegia, right eye
	右眼核層間眼肌麻痺
  H5122	Internuclear ophthalmoplegia, left eye
	左眼核層間眼肌麻痺
  H5123	Internuclear ophthalmoplegia, bilateral
	雙側核層間眼肌麻痺
 H518	Other specified disorders of binocular movement
	其他特定雙眼運動疾患
 H519	Unspecified disorder of binocular movement
	雙眼運動疾患
H52	Disorders of refraction and accommodation
	屈光及調節作用疾患
 H520	Hypermetropia
	遠視
  H5200	Hypermetropia, unspecified eye
	未特定側性遠視
  H5201	Hypermetropia, right eye
	右眼遠視
  H5202	Hypermetropia, left eye
	左眼遠視
  H5203	Hypermetropia, bilateral
	雙側遠視
 H521	Myopia
	近視
  H5210	Myopia, unspecified eye
	未特定側性近視
  H5211	Myopia, right eye
	右眼近視
  H5212	Myopia, left eye
	左眼近視
  H5213	Myopia, bilateral
	雙側近視
 H522	Astigmatism
	散光
  H5220	Unspecified astigmatism
	散光
   H52201	Unspecified astigmatism, right eye
	右眼散光
   H52202	Unspecified astigmatism, left eye
	左眼散光
   H52203	Unspecified astigmatism, bilateral
	雙側散光
   H52209	Unspecified astigmatism, unspecified eye
	未特定側性散光
  H5221	Irregular astigmatism
	不規則性散光
   H52211	Irregular astigmatism, right eye
	右眼不規則性散光
   H52212	Irregular astigmatism, left eye
	左眼不規則性散光
   H52213	Irregular astigmatism, bilateral
	雙側不規則性散光
   H52219	Irregular astigmatism, unspecified eye
	未特定側性不規則性散光
  H5222	Regular astigmatism
	規則性散光
   H52221	Regular astigmatism, right eye
	右眼規則性散光
   H52222	Regular astigmatism, left eye
	左眼規則性散光
   H52223	Regular astigmatism, bilateral
	雙側規則性散光
   H52229	Regular astigmatism, unspecified eye
	未特定側性規則性散光
 H523	Anisometropia and aniseikonia
	兩眼不等視及影像不等
  H5231	Anisometropia
	兩眼不等視
  H5232	Aniseikonia
	兩眼影像不等
 H524	Presbyopia
	老花眼
 H525	Disorders of accommodation
	調節作用疾患
  H5251	Internal ophthalmoplegia (complete) (total)
	內眼肌麻痺(完全)(全部)
   H52511	Internal ophthalmoplegia (complete) (total), right eye
	右眼內眼肌麻痺(完全)(全部)
   H52512	Internal ophthalmoplegia (complete) (total), left eye
	左眼內眼肌麻痺(完全)(全部)
   H52513	Internal ophthalmoplegia (complete) (total), bilateral
	雙側內眼肌麻痺(完全)(全部)
   H52519	Internal ophthalmoplegia (complete) (total), unspecified eye
	未特定側性內眼肌麻痺(完全)(全部)
  H5252	Paresis of accommodation
	調節作用麻痺
   H52521	Paresis of accommodation, right eye
	右眼調節作用麻痺
   H52522	Paresis of accommodation, left eye
	左眼調節作用麻痺
   H52523	Paresis of accommodation, bilateral
	雙側調節作用麻痺
   H52529	Paresis of accommodation, unspecified eye
	未特定側性調節作用麻痺
  H5253	Spasm of accommodation
	調節作用痙攣
   H52531	Spasm of accommodation, right eye
	右眼調節作用痙攣
   H52532	Spasm of accommodation, left eye
	左眼調節作用痙攣
   H52533	Spasm of accommodation, bilateral
	雙側調節作用痙攣
   H52539	Spasm of accommodation, unspecified eye
	未特定側性調節作用痙攣
 H526	Other disorders of refraction
	其他屈光疾患
 H527	Unspecified disorder of refraction
	屈光疾患
H53	Visual disturbances
	視覺障礙
 H530	Amblyopia ex anopsia
	弱視及廢用性弱視
  H5300	Unspecified amblyopia
	弱視
   H53001	Unspecified amblyopia, right eye
	右眼弱視
   H53002	Unspecified amblyopia, left eye
	左眼弱視
   H53003	Unspecified amblyopia, bilateral
	雙側弱視
   H53009	Unspecified amblyopia, unspecified eye
	未特定側性弱視
  H5301	Deprivation amblyopia
	剝奪性弱視
   H53011	Deprivation amblyopia, right eye
	右眼剝奪性弱視
   H53012	Deprivation amblyopia, left eye
	左眼剝奪性弱視
   H53013	Deprivation amblyopia, bilateral
	雙側剝奪性弱視
   H53019	Deprivation amblyopia, unspecified eye
	未特定側性剝奪性弱視
  H5302	Refractive amblyopia
	屈光性弱視
   H53021	Refractive amblyopia, right eye
	右眼屈光性弱視
   H53022	Refractive amblyopia, left eye
	左眼屈光性弱視
   H53023	Refractive amblyopia, bilateral
	雙側屈光性弱視
   H53029	Refractive amblyopia, unspecified eye
	未特定側性屈光性弱視
  H5303	Strabismic amblyopia
	斜視性弱視
   H53031	Strabismic amblyopia, right eye
	右眼斜視性弱視
   H53032	Strabismic amblyopia, left eye
	左眼斜視性弱視
   H53033	Strabismic amblyopia, bilateral
	雙側斜視性弱視
   H53039	Strabismic amblyopia, unspecified eye
	未特定側性斜視性弱視
 H531	Subjective visual disturbances
	自覺性視覺障礙
  H5310	Unspecified subjective visual disturbances
	自覺性視覺障礙
  H5311	Day blindness
	晝盲症
  H5312	Transient visual loss
	短暫性視覺喪失
   H53121	Transient visual loss, right eye
	右眼短暫性視覺喪失
   H53122	Transient visual loss, left eye
	左眼短暫性視覺喪失
   H53123	Transient visual loss, bilateral
	雙側短暫性視覺喪失
   H53129	Transient visual loss, unspecified eye
	未特定側性短暫性視覺喪失
  H5313	Sudden visual loss
	突發性視覺喪失
   H53131	Sudden visual loss, right eye
	右眼突發性視覺喪失
   H53132	Sudden visual loss, left eye
	左眼突發性視覺喪失
   H53133	Sudden visual loss, bilateral
	雙側視覺不適
   H53139	Sudden visual loss, unspecified eye
	未特定側性突發性視覺喪失
  H5314	Visual discomfort
	視覺不適
   H53141	Visual discomfort, right eye
	右眼視覺不適
   H53142	Visual discomfort, left eye
	左眼視覺不適
   H53143	Visual discomfort, bilateral
	雙側視覺不適
   H53149	Visual discomfort, unspecified
	視覺不適，未特定
  H5315	Visual distortions of shape and size
	對形狀及大小之視覺變形
  H5316	Psychophysical visual disturbances
	心因性視覺障礙
  H5319	Other subjective visual disturbances
	其他自覺性視覺障礙
 H532	Diplopia
	複視
 H533	Other and unspecified disorders of binocular vision
	兩眼其他及未特定視機能疾患
  H5330	Unspecified disorder of binocular vision
	兩眼視機能疾患
  H5331	Abnormal retinal correspondence
	視網膜調合異常
  H5332	Fusion with defective stereopsis
	伴有立體感缺損之視覺融像
  H5333	Simultaneous visual perception without fusion
	無視像湊合之同時性視覺
  H5334	Suppression of binocular vision
	兩眼視機能壓抑
 H534	Visual field defects
	視野缺損
  H5340	Unspecified visual field defects
	視野缺損
  H5341	Scotoma involving central area
	中心區盲點
   H53411	Scotoma involving central area, right eye
	右眼中心區盲點
   H53412	Scotoma involving central area, left eye
	左眼中心區盲點
   H53413	Scotoma involving central area, bilateral
	雙側中心區盲點
   H53419	Scotoma involving central area, unspecified eye
	未特定側性中心區盲點
  H5342	Scotoma of blind spot area
	盲點區盲點
   H53421	Scotoma of blind spot area, right eye
	右眼盲點區盲點
   H53422	Scotoma of blind spot area, left eye
	左眼盲點區盲點
   H53423	Scotoma of blind spot area, bilateral
	雙側盲點區盲點
   H53429	Scotoma of blind spot area, unspecified eye
	未特定側性盲點區盲點
  H5343	Sector or arcuate defects
	扇形或弧形缺損
   H53431	Sector or arcuate defects, right eye
	右眼扇形或弧形缺損
   H53432	Sector or arcuate defects, left eye
	左眼扇形或弧形缺損
   H53433	Sector or arcuate defects, bilateral
	雙側扇形或弧形缺損
   H53439	Sector or arcuate defects, unspecified eye
