M00	Pyogenic arthritis
	腫瘤所致之未特定側性足踝病理性骨折之初期照護
    M84573D	Pathological fracture in neoplastic disease, unspecified ankle, subsequent encounter for fracture with routine healing
	腫瘤所致之未特定側性足踝病理性骨折癒合之後續照護
    M84573G	Pathological fracture in neoplastic disease, unspecified ankle, subsequent encounter for fracture with delayed healing
	腫瘤所致之未特定側性足踝病理性骨折延遲癒合之後續照護
    M84573K	Pathological fracture in neoplastic disease, unspecified ankle, subsequent encounter for fracture with nonunion
	腫瘤所致之未特定側性足踝病理性骨折未癒合之後續照護
    M84573P	Pathological fracture in neoplastic disease, unspecified ankle, subsequent encounter for fracture with malunion
	腫瘤所致之未特定側性足踝病理性骨折癒合不良之後續照護
    M84573S	Pathological fracture in neoplastic disease, unspecified ankle, sequela
	腫瘤所致之未特定側性足踝病理性骨折之後遺症
   M84574	Pathological fracture in neoplastic disease, right foot, initial encounter for fracture
	腫瘤所致之右側足部病理性骨折
    M84574A	Pathological fracture in neoplastic disease, right foot, initial encounter for fracture
	腫瘤所致之右側足部病理性骨折之初期照護
    M84574D	Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with routine healing
	腫瘤所致之右側足部病理性骨折癒合之後續照護
    M84574G	Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with delayed healing
	腫瘤所致之右側足部病理性骨折延遲癒合之後續照護
    M84574K	Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with nonunion
	腫瘤所致之右側足部病理性骨折未癒合之後續照護
    M84574P	Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with malunion
	腫瘤所致之右側足部病理性骨折癒合不良之後續照護
    M84574S	Pathological fracture in neoplastic disease, right foot, sequela
	腫瘤所致之右側足部病理性骨折之後遺症
   M84575	Pathological fracture in neoplastic disease, left foot, initial encounter for fracture
	腫瘤所致之左側足部病理性骨折
    M84575A	Pathological fracture in neoplastic disease, left foot, initial encounter for fracture
	腫瘤所致之左側足部病理性骨折之初期照護
    M84575D	Pathological fracture in neoplastic disease, left foot, subsequent encounter for fracture with routine healing
	腫瘤所致之左側足部病理性骨折癒合之後續照護
    M84575G	Pathological fracture in neoplastic disease, left foot, subsequent encounter for fracture with delayed healing
	腫瘤所致之左側足部病理性骨折延遲癒合之後續照護
    M84575K	Pathological fracture in neoplastic disease, left foot, subsequent encounter for fracture with nonunion
	腫瘤所致之左側足部病理性骨折未癒合之後續照護
    M84575P	Pathological fracture in neoplastic disease, left foot, subsequent encounter for fracture with malunion
	腫瘤所致之左側足部病理性骨折癒合不良之後續照護
    M84575S	Pathological fracture in neoplastic disease, left foot, sequela
	腫瘤所致之左側足部病理性骨折之後遺症
   M84576	Pathological fracture in neoplastic disease, unspecified foot, initial encounter for fracture
	腫瘤所致之未特定側性足部病理性骨折
    M84576A	Pathological fracture in neoplastic disease, unspecified foot, initial encounter for fracture
	腫瘤所致之未特定側性足部病理性骨折之初期照護
    M84576D	Pathological fracture in neoplastic disease, unspecified foot, subsequent encounter for fracture with routine healing
	腫瘤所致之未特定側性足部病理性骨折癒合之後續照護
    M84576G	Pathological fracture in neoplastic disease, unspecified foot, subsequent encounter for fracture with delayed healing
	腫瘤所致之未特定側性足部病理性骨折延遲癒合之後續照護
    M84576K	Pathological fracture in neoplastic disease, unspecified foot, subsequent encounter for fracture with nonunion
	腫瘤所致之未特定側性足部病理性骨折未癒合之後續照護
    M84576P	Pathological fracture in neoplastic disease, unspecified foot, subsequent encounter for fracture with malunion
	腫瘤所致之未特定側性足部病理性骨折癒合不良之後續照護
    M84576S	Pathological fracture in neoplastic disease, unspecified foot, sequela
	腫瘤所致之未特定側性足部病理性骨折之後遺症
  M8458	Pathological fracture in neoplastic disease, vertebrae, initial encounter for fracture
	腫瘤所致之脊椎病理性骨折
    M8458xA	Pathological fracture in neoplastic disease, vertebrae, initial encounter for fracture
	腫瘤所致之脊椎病理性骨折之初期照護
    M8458xD	Pathological fracture in neoplastic disease, vertebrae, subsequent encounter for fracture with routine healing
	腫瘤所致之脊椎病理性骨折癒合之後續照護
    M8458xG	Pathological fracture in neoplastic disease, vertebrae, subsequent encounter for fracture with delayed healing
	腫瘤所致之脊椎病理性骨折延遲癒合之後續照護
    M8458xK	Pathological fracture in neoplastic disease, vertebrae, subsequent encounter for fracture with nonunion
	腫瘤所致之脊椎病理性骨折未癒合之後續照護
    M8458xP	Pathological fracture in neoplastic disease, vertebrae, subsequent encounter for fracture with malunion
	腫瘤所致之脊椎病理性骨折癒合不良之後續照護
    M8458xS	Pathological fracture in neoplastic disease, vertebrae, sequela
	腫瘤所致之脊椎病理性骨折之後遺症
 M846	Pathological fracture in other disease
	其他疾病所致之病理性骨折
  M8460	Pathological fracture in other disease, unspecified site, initial encounter for fracture
	其他疾病所致之未特定部位病理性骨折
    M8460xA	Pathological fracture in other disease, unspecified site, initial encounter for fracture
	其他疾病所致之未特定部位病理性骨折之初期照護
    M8460xD	Pathological fracture in other disease, unspecified site, subsequent encounter for fracture with routine healing
	其他疾病所致之未特定部位病理性骨折癒合之後續照護
    M8460xG	Pathological fracture in other disease, unspecified site, subsequent encounter for fracture with delayed healing
	其他疾病所致之未特定部位病理性骨折延遲癒合之後續照護
    M8460xK	Pathological fracture in other disease, unspecified site, subsequent encounter for fracture with nonunion
	其他疾病所致之未特定部位病理性骨折未癒合之後續照護
    M8460xP	Pathological fracture in other disease, unspecified site, subsequent encounter for fracture with malunion
	其他疾病所致之未特定部位病理性骨折癒合不良之後續照護
    M8460xS	Pathological fracture in other disease, unspecified site, sequela
	其他疾病所致之未特定部位病理性骨折之後遺症
  M8461	Pathological fracture in other disease, shoulder
	其他疾病所致之肩部病理性骨折
   M84611	Pathological fracture in other disease, right shoulder, initial encounter for fracture
	其他疾病所致之右側肩部病理性骨折
    M84611A	Pathological fracture in other disease, right shoulder, initial encounter for fracture
	其他疾病所致之右側肩部病理性骨折之初期照護
    M84611D	Pathological fracture in other disease, right shoulder, subsequent encounter for fracture with routine healing
	其他疾病所致之右側肩部病理性骨折癒合之後續照護
    M84611G	Pathological fracture in other disease, right shoulder, subsequent encounter for fracture with delayed healing
	其他疾病所致之右側肩部病理性骨折延遲癒合之後續照護
    M84611K	Pathological fracture in other disease, right shoulder, subsequent encounter for fracture with nonunion
	其他疾病所致之右側肩部病理性骨折未癒合之後續照護
    M84611P	Pathological fracture in other disease, right shoulder, subsequent encounter for fracture with malunion
	其他疾病所致之右側肩部病理性骨折癒合不良之後續照護
    M84611S	Pathological fracture in other disease, right shoulder, sequela
	其他疾病所致之右側肩部病理性骨折之後遺症
   M84612	Pathological fracture in other disease, left shoulder, initial encounter for fracture
	其他疾病所致之左側肩部病理性骨折
    M84612A	Pathological fracture in other disease, left shoulder, initial encounter for fracture
	其他疾病所致之左側肩部病理性骨折之初期照護
    M84612D	Pathological fracture in other disease, left shoulder, subsequent encounter for fracture with routine healing
	其他疾病所致之左側肩部病理性骨折癒合之後續照護
    M84612G	Pathological fracture in other disease, left shoulder, subsequent encounter for fracture with delayed healing
	其他疾病所致之左側肩部病理性骨折延遲癒合之後續照護
    M84612K	Pathological fracture in other disease, left shoulder, subsequent encounter for fracture with nonunion
	其他疾病所致之左側肩部病理性骨折未癒合之後續照護
    M84612P	Pathological fracture in other disease, left shoulder, subsequent encounter for fracture with malunion
	其他疾病所致之左側肩部病理性骨折癒合不良之後續照護
    M84612S	Pathological fracture in other disease, left shoulder, sequela
	其他疾病所致之左側肩部病理性骨折之後遺症
   M84619	Pathological fracture in other disease, unspecified shoulder, initial encounter for fracture
	其他疾病所致之未特定側性肩部病理性骨折
    M84619A	Pathological fracture in other disease, unspecified shoulder, initial encounter for fracture
